recomb_multiplier	k_adapt	gamma_shape	replicate	seed
2	1000	0.4	97	146663483793391330
2	10000	0.1	97	1773028800713091600
2	10000	0.2	97	495996160347053700
2	10000	0.4	97	966268369523481700
4	1000	0.1	97	521576890801780300
4	1000	0.2	97	2188218420074749700
4	1000	0.4	97	21195276446293176
4	10000	0.1	97	687643291610742e3
4	10000	0.2	97	1481015720431458600
4	10000	0.4	97	336012966802180740
0.5	1000	0.1	98	1533803027622205e3
0.5	1000	0.2	98	1446047155129227500
0.5	1000	0.4	98	149074384889466050
0.5	10000	0.1	98	727451803493979100
0.5	10000	0.2	98	967990200473679100
0.5	10000	0.4	98	2240123577745232600
1	1000	0.1	98	254913545613275200
1	1000	0.2	98	454989443188691140
1	1000	0.4	98	17892877783393e5
1	10000	0.1	98	824510241707609200
1	10000	0.2	98	1519706950641313300
1	10000	0.4	98	555527581105152200
2	1000	0.1	98	1222994676554120700
2	1000	0.2	98	1234162937681986e3
2	1000	0.4	98	1286185954517926700
2	10000	0.1	98	1372544046247547100
2	10000	0.2	98	1712675002303479800
2	10000	0.4	98	1259258726029013500
4	1000	0.1	98	1995337982316392700
4	1000	0.2	98	1601962183120097500
4	1000	0.4	98	212552940591710620
4	10000	0.1	98	626389437377749600
4	10000	0.2	98	594071843198822700
4	10000	0.4	98	797146672494299600
0.5	1000	0.1	99	1920528945106232600
0.5	1000	0.2	99	377872817303576960
0.5	1000	0.4	99	1617240766178805800
0.5	10000	0.1	99	1475499883165773300
0.5	10000	0.2	99	1296801070687718100
0.5	10000	0.4	99	725053769130962300
1	1000	0.1	99	1915380666539640600
1	1000	0.2	99	1185839066016351e3
1	1000	0.4	99	768124471311273600
1	10000	0.1	99	472762560740194560
1	10000	0.2	99	1338675339401294e3
1	10000	0.4	99	1203587822442574600
2	1000	0.1	99	1154638602903986700
2	1000	0.2	99	2033108156638648800
2	1000	0.4	99	533147531700149700
2	10000	0.1	99	242942517663589820
2	10000	0.2	99	1386709759808808700
2	10000	0.4	99	1331476161730181600
4	1000	0.1	99	1907324526664827400
4	1000	0.2	99	2161538910757388800
4	1000	0.4	99	96585734786784130
4	10000	0.1	99	185605857790193440
4	10000	0.2	99	1107834288321425300
4	10000	0.4	99	1955895161584944600
0.5	1000	0.1	100	28691364421963224
0.5	1000	0.2	100	1965007892751196400
0.5	1000	0.4	100	157258190372617540
0.5	10000	0.1	100	1962350532740462600
0.5	10000	0.2	100	2030555654566534100
0.5	10000	0.4	100	46727583797619130
1	1000	0.1	100	214049078914473100
1	1000	0.2	100	585225231529677e3
1	1000	0.4	100	2188768668096460300
1	10000	0.1	100	681259849797204600
1	10000	0.2	100	2239944323102916600
1	10000	0.4	100	1595934664171883500
2	1000	0.1	100	698840026942335100
2	1000	0.2	100	1073650707701788700
2	1000	0.4	100	1606896549073356800
2	10000	0.1	100	1340560383771346e3
2	10000	0.2	100	886921763171321300
2	10000	0.4	100	1493014726575914e3
4	1000	0.1	100	2268179947896280300
4	1000	0.2	100	1558830192687056600
4	1000	0.4	100	69879291504170370
4	10000	0.1	100	1813754593784047e3
4	10000	0.2	100	1221691259531089e3
4	10000	0.4	100	1208473882838409700
0.5	1000	0.1	101	1756071512876040200
0.5	1000	0.2	101	659768765593001300
0.5	1000	0.4	101	1735168902198685700
0.5	10000	0.1	101	1974973013230911e3
0.5	10000	0.2	101	151807705675984640
0.5	10000	0.4	101	781655046169107800
1	1000	0.1	101	1983335494926828800
1	1000	0.2	101	1867909886100510500
1	1000	0.4	101	1238467969452124700
1	10000	0.1	101	1070074018851376900
1	10000	0.2	101	1290976164089852700
1	10000	0.4	101	2168067018457477e3
2	1000	0.1	101	1143621746199262500
2	1000	0.2	101	1959201653240361500
2	1000	0.4	101	1206686935030753800
2	10000	0.1	101	2110760118829077500
2	10000	0.2	101	2194281981994634800
2	10000	0.4	101	1164834304869472300
4	1000	0.1	101	468217678321671800
4	1000	0.2	101	1064257233817835800
4	1000	0.4	101	1124166750418325500
4	10000	0.1	101	541572116079645900
4	10000	0.2	101	113082288216901650
4	10000	0.4	101	22118249379302424
0.5	1000	0.1	102	543076254662442560
0.5	1000	0.2	102	1424423877310771700
0.5	1000	0.4	102	2303378319425474e3
0.5	10000	0.1	102	1021266414788502500
0.5	10000	0.2	102	830221120605407600
0.5	10000	0.4	102	1658348065967910400
1	1000	0.1	102	624692778362962e3
1	1000	0.2	102	491378289841130240
1	1000	0.4	102	916829194267863200
1	10000	0.1	102	1616639002397119500
1	10000	0.2	102	1437158167160163300
1	10000	0.4	102	980317166513491500
2	1000	0.1	102	1962587782849765e3
2	1000	0.2	102	862067040220197600
2	1000	0.4	102	152987780059940860
2	10000	0.1	102	1698055455630894600
2	10000	0.2	102	691882655606375600
2	10000	0.4	102	950052769601856900
4	1000	0.1	102	1.7065182010444959e+18
4	1000	0.2	102	1445764472087604500
4	1000	0.4	102	1059315523216165900
4	10000	0.1	102	313030305646639740
4	10000	0.2	102	1306450535450412500
4	10000	0.4	102	700656749354046300
0.5	1000	0.1	103	308019082669087900
0.5	1000	0.2	103	151107931882033760
0.5	1000	0.4	103	1327487165485260800
0.5	10000	0.1	103	216979075457145860
0.5	10000	0.2	103	543630874983512500
0.5	10000	0.4	103	175056316347613060
1	1000	0.1	103	1879555954544979e3
1	1000	0.2	103	63373066731386896
1	1000	0.4	103	59238248526956910
1	10000	0.1	103	1531307331548101e3
1	10000	0.2	103	1512635198263791600
1	10000	0.4	103	2189505377352465700
2	1000	0.1	103	503284885984948700
2	1000	0.2	103	1551360507774914e3
2	1000	0.4	103	813659148929001200
2	10000	0.1	103	11945303190906228
2	10000	0.2	103	1249850949705385700
2	10000	0.4	103	1436764106612470800
4	1000	0.1	103	1742927591554469e3
4	1000	0.2	103	538410168755484740
4	1000	0.4	103	1347754416127570700
4	10000	0.1	103	161166166854636130
4	10000	0.2	103	1702452797871058200
4	10000	0.4	103	1783522712122494e3
0.5	1000	0.1	104	2140621538216591600
0.5	1000	0.2	104	1818691797225355300
0.5	1000	0.4	104	2108418044116056600
0.5	10000	0.1	104	1724641622988494e3
0.5	10000	0.2	104	1503074731720701400
0.5	10000	0.4	104	1532983176401556e3
1	1000	0.1	104	334837555913922800
1	1000	0.2	104	461842733281089e3
1	1000	0.4	104	417601951280326e3
1	10000	0.1	104	22451216345318e5
1	10000	0.2	104	1550051076536656400
1	10000	0.4	104	1757299583770160400
2	1000	0.1	104	1106084634112833e3
2	1000	0.2	104	2.5626055297892442e+17
2	1000	0.4	104	639614665943734300
2	10000	0.1	104	60807618047670400
2	10000	0.2	104	11068290711528262
2	10000	0.4	104	1308492894526605600
4	1000	0.1	104	1125910508648734e3
4	1000	0.2	104	12376791720023596
4	1000	0.4	104	18416827681097232
4	10000	0.1	104	895834029633026300
4	10000	0.2	104	9.7620801530930394e+17
4	10000	0.4	104	663775488785129e3
0.5	1000	0.1	105	1532221822015841500
0.5	1000	0.2	105	1322357908171106800
0.5	1000	0.4	105	1400818483509626400
0.5	10000	0.1	105	71602615567055350
0.5	10000	0.2	105	551115311775918100
0.5	10000	0.4	105	1552678069754170600
1	1000	0.1	105	842677640186088300
1	1000	0.2	105	103223283690760510
1	1000	0.4	105	1521083397410114800
1	10000	0.1	105	489983455608270340
1	10000	0.2	105	847733924742670600
1	10000	0.4	105	230450461748506050
2	1000	0.1	105	1949264806899247400
2	1000	0.2	105	1145743821088981e3
2	1000	0.4	105	1559906765966991400
2	10000	0.1	105	1588647542363048e3
2	10000	0.2	105	1494257368205684700
2	10000	0.4	105	746822536484518900
4	1000	0.1	105	1046727940393202400
4	1000	0.2	105	1855854615300907800
4	1000	0.4	105	649759639373813500
4	10000	0.1	105	1475485691362143200
4	10000	0.2	105	394377332987462e3
4	10000	0.4	105	507488709743317200
0.5	1000	0.1	106	974273626006980100
0.5	1000	0.2	106	1804082518757724700
0.5	1000	0.4	106	2127261465647266300
0.5	10000	0.1	106	1499585699985930800
0.5	10000	0.2	106	1318028180666048500
0.5	10000	0.4	106	1066975797949976200
1	1000	0.1	106	779980325293083500
1	1000	0.2	106	1830661930949166300
1	1000	0.4	106	1837807242229703700
1	10000	0.1	106	1403799720870568400
1	10000	0.2	106	1782547461529836e3
1	10000	0.4	106	1934914350837105700
2	1000	0.1	106	884859801327081200
2	1000	0.2	106	322470746011968200
2	1000	0.4	106	38604615880891770
2	10000	0.1	106	73609514108902850
2	10000	0.2	106	140109901453665600
2	10000	0.4	106	119987225814378e4
4	1000	0.1	106	1052563702672209200
4	1000	0.2	106	31982398232240196
4	1000	0.4	106	611758063106767100
4	10000	0.1	106	2186722690273823200
4	10000	0.2	106	548204330067047300
4	10000	0.4	106	1457177665569797e3
0.5	1000	0.1	107	1134543103994251300
0.5	1000	0.2	107	1243437108077427e3
0.5	1000	0.4	107	994733423083742300
0.5	10000	0.1	107	501341448574557250
0.5	10000	0.2	107	1531316950459451400
0.5	10000	0.4	107	1052308547322210400
1	1000	0.1	107	320596756019961660
1	1000	0.2	107	1247711114981024e3
1	1000	0.4	107	911548579813019e3
1	10000	0.1	107	799454168196928800
1	10000	0.2	107	598153066412411800
1	10000	0.4	107	1773880278822468900
2	1000	0.1	107	8.7645830076496806e+17
2	1000	0.2	107	510909963349183800
2	1000	0.4	107	634320465465287800
2	10000	0.1	107	1606091566033621500
2	10000	0.2	107	965618628648927100
2	10000	0.4	107	490324108477040100
4	1000	0.1	107	886764046008275800
4	1000	0.2	107	825583348109581200
4	1000	0.4	107	305335621966988100
4	10000	0.1	107	219061563921241060
4	10000	0.2	107	2004215157616534500
4	10000	0.4	107	1734255162937116700
0.5	1000	0.1	108	1893260669360449300
0.5	1000	0.2	108	1817827666640698400
0.5	1000	0.4	108	1063103827867483900
0.5	10000	0.1	108	192298541641801e4
0.5	10000	0.2	108	1274906166818838500
0.5	10000	0.4	108	2129817680843316500
1	1000	0.1	108	383170462620806100
1	1000	0.2	108	1039849975665487200
1	1000	0.4	108	1270645068003641600
1	10000	0.1	108	2047819289090502700
1	10000	0.2	108	224515570979396770
1	10000	0.4	108	767134084621370900
2	1000	0.1	108	1088536895278537e3
2	1000	0.2	108	2180070387811005e3
2	1000	0.4	108	2026218270155901e3
2	10000	0.1	108	1506602992354713900
2	10000	0.2	108	153675602018442900
2	10000	0.4	108	1186244920767225600
4	1000	0.1	108	1388124645653217300
4	1000	0.2	108	649584480903530500
4	1000	0.4	108	323735749305296700
4	10000	0.1	108	422772904525974700
4	10000	0.2	108	1433157762358152700
4	10000	0.4	108	1426788397547335400
0.5	1000	0.1	109	2041856637032867600
0.5	1000	0.2	109	1366391603400019700
0.5	1000	0.4	109	1695010295543967700
0.5	10000	0.1	109	1169484296236532200
0.5	10000	0.2	109	783015473484024600
0.5	10000	0.4	109	945493098782515200
1	1000	0.1	109	559548690006997060
1	1000	0.2	109	326087649531673660
1	1000	0.4	109	2262156936663961600
1	10000	0.1	109	9129909028711976
1	10000	0.2	109	1463999619916505600
1	10000	0.4	109	2303306107024435200
2	1000	0.1	109	11536303273058912
2	1000	0.2	109	751048973664240400
2	1000	0.4	109	1022873197993852800
2	10000	0.1	109	2075962798525042700
2	10000	0.2	109	265773472159975300
2	10000	0.4	109	2292497050138285800
4	1000	0.1	109	615908501657131400
4	1000	0.2	109	1361853099935127600
4	1000	0.4	109	1294912649993729800
4	10000	0.1	109	3.1684186850366003e+17
4	10000	0.2	109	1981444297636685800
4	10000	0.4	109	693957208226652500
0.5	1000	0.1	110	727747225441118800
0.5	1000	0.2	110	34919621306991548
0.5	1000	0.4	110	501150064567856450
0.5	10000	0.1	110	552917615977689700
0.5	10000	0.2	110	2283700346909565e3
0.5	10000	0.4	110	1348990783713896700
1	1000	0.1	110	1.9293116501669919e+18
1	1000	0.2	110	1241834528665335800
1	1000	0.4	110	833947751743490300
1	10000	0.1	110	587628706109718400
1	10000	0.2	110	4.9076743281627923e+17
1	10000	0.4	110	429136143746155700
2	1000	0.1	110	1.9016578598413599e+18
2	1000	0.2	110	1873049294349375e3
2	1000	0.4	110	1121065408613171500
2	10000	0.1	110	1834329002667064e3
2	10000	0.2	110	1060946756962712400
2	10000	0.4	110	1814633807127878700
4	1000	0.1	110	705444109216086400
4	1000	0.2	110	1729976682192795100
4	1000	0.4	110	771915718364680200
4	10000	0.1	110	701463291734468400
4	10000	0.2	110	122093933976528820
4	10000	0.4	110	647461283557502600
0.5	1000	0.1	111	2066770922445041200
0.5	1000	0.2	111	1163751767671594e3
0.5	1000	0.4	111	709957566771359e3
0.5	10000	0.1	111	1892091733139003100
0.5	10000	0.2	111	816821729232109300
0.5	10000	0.4	111	1690649253520839400
1	1000	0.1	111	1543363369529738500
1	1000	0.2	111	2070737953986828500
1	1000	0.4	111	87194412780939890
1	10000	0.1	111	1056157821453401100
1	10000	0.2	111	297396812956207300
1	10000	0.4	111	1443974596523658200
2	1000	0.1	111	758669739749098e3
2	1000	0.2	111	721084146478028700
2	1000	0.4	111	1210619423796982800
2	10000	0.1	111	2090739003655318e3
2	10000	0.2	111	1497950644864454700
2	10000	0.4	111	861431331338341400
4	1000	0.1	111	586128740666372600
4	1000	0.2	111	393665084696687900
4	1000	0.4	111	506539556598819900
4	10000	0.1	111	2222536490467072300
4	10000	0.2	111	363297104652485440
4	10000	0.4	111	1701729803417091e3
0.5	1000	0.1	112	209571702338023520
0.5	1000	0.2	112	1047655069927775500
0.5	1000	0.4	112	1983395871225744400
0.5	10000	0.1	112	790734713685574e3
0.5	10000	0.2	112	1723266951467760600
0.5	10000	0.4	112	281710772429117470
1	1000	0.1	112	2077927226502756400
1	1000	0.2	112	2071207645881544e3
1	1000	0.4	112	1926277903625502700
1	10000	0.1	112	2142344381521169700
1	10000	0.2	112	837725702154999800
1	10000	0.4	112	293773353239622660
2	1000	0.1	112	308363067621047100
2	1000	0.2	112	559175298114459e3
2	1000	0.4	112	1479275924609031400
2	10000	0.1	112	1267176934357437e3
2	10000	0.2	112	872255435345239e3
2	10000	0.4	112	1860652841046341600
4	1000	0.1	112	1859843094667122700
4	1000	0.2	112	235576466918101400
4	1000	0.4	112	270416442226960930
4	10000	0.1	112	1427025362660474400
4	10000	0.2	112	1489371757711531800
4	10000	0.4	112	1939810711556733200
0.5	1000	0.1	113	1970398069809277200
0.5	1000	0.2	113	2232099846777959400
0.5	1000	0.4	113	176700975313265340
0.5	10000	0.1	113	342276243534686300
0.5	10000	0.2	113	413278727540314200
0.5	10000	0.4	113	1928537635914491100
1	1000	0.1	113	1431594140427933200
1	1000	0.2	113	1702812624789425200
1	1000	0.4	113	1464654201504870100
1	10000	0.1	113	1981864498355772200
1	10000	0.2	113	2275147600278545e3
1	10000	0.4	113	982767523133895e3
2	1000	0.1	113	1598197269616482600
2	1000	0.2	113	635274338190578800
2	1000	0.4	113	2251549139164383200
2	10000	0.1	113	1467876287143227e3
2	10000	0.2	113	1884887527192978400
2	10000	0.4	113	2051046824265446e3
4	1000	0.1	113	735126887510827600
4	1000	0.2	113	1102107678766057500
4	1000	0.4	113	383773880576132800
4	10000	0.1	113	816122003991083100
4	10000	0.2	113	855343451268494700
4	10000	0.4	113	952545196231520800
0.5	1000	0.1	114	639753985648987300
0.5	1000	0.2	114	1504919461441571300
0.5	1000	0.4	114	309515859401279550
0.5	10000	0.1	114	229395699726676860
0.5	10000	0.2	114	1347251720006838800
0.5	10000	0.4	114	197927981898200830
1	1000	0.1	114	2148328614106812400
1	1000	0.2	114	118437910668639980
1	1000	0.4	114	44190540105696976
1	10000	0.1	114	1738546957383577e3
1	10000	0.2	114	2084944366747987e3
1	10000	0.4	114	1015163466356873500
2	1000	0.1	114	1056737002940885800
2	1000	0.2	114	834228875914297100
2	1000	0.4	114	1547787489460324e3
2	10000	0.1	114	2004640808957357600
2	10000	0.2	114	2046073469020661200
2	10000	0.4	114	352857536635280260
4	1000	0.1	114	2042894838733482e3
4	1000	0.2	114	58719513118441824
4	1000	0.4	114	2188971250655281e3
4	10000	0.1	114	156362508137105e4
4	10000	0.2	114	999531399814160800
4	10000	0.4	114	1570418096897996300
0.5	1000	0.1	115	135843717645045550
0.5	1000	0.2	115	2117650698123914e3
0.5	1000	0.4	115	1.7754455313788641e+18
0.5	10000	0.1	115	1487251417946633700
0.5	10000	0.2	115	55271633066137390
0.5	10000	0.4	115	1915199004417271e3
1	1000	0.1	115	162268920018459520
1	1000	0.2	115	1510723808712520700
1	1000	0.4	115	2184221372681724e3
1	10000	0.1	115	1494989890827489500
1	10000	0.2	115	642607890629862400
1	10000	0.4	115	2279532930907594200
2	1000	0.1	115	658713668744137100
2	1000	0.2	115	901701814598319200
2	1000	0.4	115	632642299653664600
2	10000	0.1	115	273634236073195800
2	10000	0.2	115	905748972168234600
2	10000	0.4	115	377474124990759100
4	1000	0.1	115	445360232025700160
4	1000	0.2	115	224806354486728770
4	1000	0.4	115	1911333455006000400
4	10000	0.1	115	636750001325595600
4	10000	0.2	115	1.8529784370243999e+18
4	10000	0.4	115	2168811590150118100
0.5	1000	0.1	116	494817256344659e3
0.5	1000	0.2	116	1046029390247223300
0.5	1000	0.4	116	1345547529908175e3
0.5	10000	0.1	116	1603390817970712300
0.5	10000	0.2	116	751125206492452200
0.5	10000	0.4	116	1253788700123774500
1	1000	0.1	116	1240711293442388700
1	1000	0.2	116	1470004924477803e3
1	1000	0.4	116	268528474570532350
1	10000	0.1	116	744927719659304200
1	10000	0.2	116	1613427016423220700
1	10000	0.4	116	263726585164263650
2	1000	0.1	116	1552411769023566800
2	1000	0.2	116	511016717409643900
2	1000	0.4	116	909536492880115200
2	10000	0.1	116	390749695340567e3
2	10000	0.2	116	402085920376221760
2	10000	0.4	116	775090214861820500
4	1000	0.1	116	921887404010761100
4	1000	0.2	116	1729623692296037e3
4	1000	0.4	116	1473870779843102500
4	10000	0.1	116	1475073897161641e3
4	10000	0.2	116	266086816685572480
4	10000	0.4	116	2254625961115010600
0.5	1000	0.1	117	215381096828123040
0.5	1000	0.2	117	2240648935702473200
0.5	1000	0.4	117	189682724209332e4
0.5	10000	0.1	117	1346377245295975400
0.5	10000	0.2	117	1413871024915026200
0.5	10000	0.4	117	1939976974015006200
1	1000	0.1	117	1855575932437699800
1	1000	0.2	117	1778612130223508e3
1	1000	0.4	117	2129296453018802700
1	10000	0.1	117	1.4121440607808799e+18
1	10000	0.2	117	395422166193652100
1	10000	0.4	117	2032676673839066e3
2	1000	0.1	117	1836916620302632700
2	1000	0.2	117	1239712098985644500
2	1000	0.4	117	844274254786355600
2	10000	0.1	117	207337053285042900
2	10000	0.2	117	542992134600765900
2	10000	0.4	117	1920654462196367400
4	1000	0.1	117	553346688097144e3
4	1000	0.2	117	559174858082101400
4	1000	0.4	117	2021358065414808600
4	10000	0.1	117	1284075046535572200
4	10000	0.2	117	919427695821901700
4	10000	0.4	117	1921381135738263600
0.5	1000	0.1	118	885174732497431800
0.5	1000	0.2	118	2013159070134699e3
0.5	1000	0.4	118	1782552317242147300
0.5	10000	0.1	118	1089519872364135700
0.5	10000	0.2	118	2054723554143241700
0.5	10000	0.4	118	163622878153985950
1	1000	0.1	118	33492572732234372
1	1000	0.2	118	785183950522831e3
1	1000	0.4	118	778358285035716900
1	10000	0.1	118	1671748363218913500
1	10000	0.2	118	225812551816664160
1	10000	0.4	118	2251740950794982e3
2	1000	0.1	118	1159600333618421500
2	1000	0.2	118	1354429425249767e3
2	1000	0.4	118	1569109670057025e3
2	10000	0.1	118	363995623447186240
2	10000	0.2	118	2251885722259493400
2	10000	0.4	118	1289958427472040700
4	1000	0.1	118	1264751155730527700
4	1000	0.2	118	1923435592341132300
4	1000	0.4	118	422769696047496400
4	10000	0.1	118	993124080015491700
4	10000	0.2	118	2109550937011955700
4	10000	0.4	118	1888444352758243300
0.5	1000	0.1	119	1102340931115050100
0.5	1000	0.2	119	450639778153049150
0.5	1000	0.4	119	5.6521226357369837e+17
0.5	10000	0.1	119	584102194420865500
0.5	10000	0.2	119	645596746638860200
0.5	10000	0.4	119	154623651294427360
1	1000	0.1	119	47854493010216096
1	1000	0.2	119	2204139894363245800
1	1000	0.4	119	756571793635174300
1	10000	0.1	119	1817389756162190800
1	10000	0.2	119	584114932160911100
1	10000	0.4	119	1409643634833873400
2	1000	0.1	119	1.3547307558756321e+18
2	1000	0.2	119	866151701977713900
2	1000	0.4	119	4382907961546119
2	10000	0.1	119	311193089318101250
2	10000	0.2	119	1.4697689703386042e+17
2	10000	0.4	119	330503919637726600
4	1000	0.1	119	1895250013388395e3
4	1000	0.2	119	1624399825606744600
4	1000	0.4	119	795736143394502100
4	10000	0.1	119	1029400425853784600
4	10000	0.2	119	66976969248020344
4	10000	0.4	119	460548951238692900
0.5	1000	0.1	120	476823368816879040
0.5	1000	0.2	120	3.0849052716506803e+17
0.5	1000	0.4	120	796213120588175700
0.5	10000	0.1	120	110856647514562110
0.5	10000	0.2	120	2251781591254489600
0.5	10000	0.4	120	449026474974047500
1	1000	0.1	120	645873152701018400
1	1000	0.2	120	2209282673599742700
1	1000	0.4	120	2148206985433802500
1	10000	0.1	120	1694870466271837400
1	10000	0.2	120	125242602473407310
1	10000	0.4	120	941294508205520100
2	1000	0.1	120	2086687576970568200
2	1000	0.2	120	22297873793659272
2	1000	0.4	120	4.5920304687380083e+17
2	10000	0.1	120	1543256202093404200
2	10000	0.2	120	1773805642697632300
2	10000	0.4	120	484282803370187500
4	1000	0.1	120	1705142732442418e3
4	1000	0.2	120	655483592409280900
4	1000	0.4	120	1403506829629835800
4	10000	0.1	120	885517861512164700
4	10000	0.2	120	1536774717060447e3
4	10000	0.4	120	1728218077806329300
0.5	1000	0.1	121	763487500037704400
0.5	1000	0.2	121	195815528068340830
0.5	1000	0.4	121	464729926523727740
0.5	10000	0.1	121	1961730024220791e3
0.5	10000	0.2	121	1967515129469777400
0.5	10000	0.4	121	1885080691265531100
1	1000	0.1	121	30511105976316912
1	1000	0.2	121	212833445175456770
1	1000	0.4	121	1848861988574085e3
1	10000	0.1	121	6.2247525127517594e+17
1	10000	0.2	121	1788286324843517e3
1	10000	0.4	121	329531147841952300
2	1000	0.1	121	810064136356972700
2	1000	0.2	121	703905512090356700
2	1000	0.4	121	1088749332038835e3
2	10000	0.1	121	208765491144276800
2	10000	0.2	121	471693841551123140
2	10000	0.4	121	1446165804128319500
4	1000	0.1	121	621621338984933500
4	1000	0.2	121	559261904627729700
4	1000	0.4	121	1110367672408934500
4	10000	0.1	121	2241362301218910700
4	10000	0.2	121	946494862413016600
4	10000	0.4	121	1232532852731492900
0.5	1000	0.1	122	1266336392962146800
0.5	1000	0.2	122	1309543497448628700
0.5	1000	0.4	122	216031313267475e4
0.5	10000	0.1	122	1947795846754942700
0.5	10000	0.2	122	1526918899957996500
0.5	10000	0.4	122	1998934253534763300
1	1000	0.1	122	513305190595726800
1	1000	0.2	122	991793057322962700
1	1000	0.4	122	2000857603358485500
1	10000	0.1	122	738992244518531800
1	10000	0.2	122	902391384707782700
1	10000	0.4	122	821558424697588900
2	1000	0.1	122	621951184515567600
2	1000	0.2	122	544036037037470800
2	1000	0.4	122	921367432281354400
2	10000	0.1	122	364602036214105800
2	10000	0.2	122	711661396777399e3
2	10000	0.4	122	1996720845672521200
4	1000	0.1	122	728457282877730700
4	1000	0.2	122	2293809977228743200
4	1000	0.4	122	1112788132454623900
4	10000	0.1	122	1663961357684792e3
4	10000	0.2	122	634018616237625100
4	10000	0.4	122	1231143967812323600
0.5	1000	0.1	123	1762168018714034e3
0.5	1000	0.2	123	1349282733039490300
0.5	1000	0.4	123	1230253038774543400
0.5	10000	0.1	123	177354793295248e3
0.5	10000	0.2	123	1007840075486422900
0.5	10000	0.4	123	557353094035346200
1	1000	0.1	123	1393081503602585e3
1	1000	0.2	123	2012034158197925400
1	1000	0.4	123	1648317999369761800
1	10000	0.1	123	661167560178645100
1	10000	0.2	123	1083555554295027500
1	10000	0.4	123	2165088037885255700
2	1000	0.1	123	2291063719198164500
2	1000	0.2	123	5.6569372069088557e+17
2	1000	0.4	123	505468357238062200
2	10000	0.1	123	350154767426734e3
2	10000	0.2	123	1637301280537308e3
2	10000	0.4	123	1562791963846692400
4	1000	0.1	123	428118529930225200
4	1000	0.2	123	1076856092691113100
4	1000	0.4	123	1224326373413177900
4	10000	0.1	123	1198368380008596e3
4	10000	0.2	123	1214445648611256800
4	10000	0.4	123	151359682111598240
0.5	1000	0.1	124	72968730006160450
0.5	1000	0.2	124	1002737368928607200
0.5	1000	0.4	124	1116778170917706900
0.5	10000	0.1	124	1724924805731459e3
0.5	10000	0.2	124	1228460126194694400
0.5	10000	0.4	124	212789549520834500
1	1000	0.1	124	421214328288842240
1	1000	0.2	124	1941524928753770500
1	1000	0.4	124	2214448928224558300
1	10000	0.1	124	880366850512703e3
1	10000	0.2	124	647402727180086800
1	10000	0.4	124	94827468834720900
2	1000	0.1	124	1480887833762056200
2	1000	0.2	124	830465872046495900
2	1000	0.4	124	2276639252659329e3
2	10000	0.1	124	1997263630904546600
2	10000	0.2	124	1791367349820948500
2	10000	0.4	124	181434243079598980
4	1000	0.1	124	2175645277364928300
4	1000	0.2	124	1131351879636787700
4	1000	0.4	124	1324285510939314700
4	10000	0.1	124	402446632086276200
4	10000	0.2	124	769259495637434200
4	10000	0.4	124	1679912812067731200
0.5	1000	0.1	125	273882627487846140
0.5	1000	0.2	125	726838394553377500
0.5	1000	0.4	125	655533063088456300
0.5	10000	0.1	125	1899752700800274200
0.5	10000	0.2	125	271207007635395100
0.5	10000	0.4	125	1959683610639727600
1	1000	0.1	125	8562980167527595
1	1000	0.2	125	1080420855834711300
1	1000	0.4	125	2148568573042122800
1	10000	0.1	125	1243377272464221700
1	10000	0.2	125	356933790622929300
1	10000	0.4	125	1494686822263542800
2	1000	0.1	125	1324759876356659e3
2	1000	0.2	125	1907384504275297500
2	1000	0.4	125	1632102112861373400
2	10000	0.1	125	1904117163483400200
2	10000	0.2	125	2125053986435954e3
2	10000	0.4	125	119778096386904880
4	1000	0.1	125	1427092788071654700
4	1000	0.2	125	1072676633999781900
4	1000	0.4	125	2205875883660029700
4	10000	0.1	125	1825685957994875400
4	10000	0.2	125	1293135773749529e3
4	10000	0.4	125	513468848920744260
0.5	1000	0.1	126	2180956361030861300
0.5	1000	0.2	126	113674500421785260
0.5	1000	0.4	126	2180351451350777300
0.5	10000	0.1	126	1008824683455817200
0.5	10000	0.2	126	691405779007021700
0.5	10000	0.4	126	1474283424469932800
1	1000	0.1	126	1135768394914382100
1	1000	0.2	126	1032395380246601500
1	1000	0.4	126	5.5563617829332237e+17
1	10000	0.1	126	588866435758097900
1	10000	0.2	126	1638902115777327600
1	10000	0.4	126	207813695120047800
2	1000	0.1	126	1996082419075683300
2	1000	0.2	126	1171788463621235e3
2	1000	0.4	126	9.2004771351460006e+17
2	10000	0.1	126	505733196167947500
2	10000	0.2	126	704033129881529700
2	10000	0.4	126	1495678726111291e3
4	1000	0.1	126	1699206138035335400
4	1000	0.2	126	1339092794167236900
4	1000	0.4	126	5.1601567520919117e+17
4	10000	0.1	126	1215021397139857e3
4	10000	0.2	126	826372525060084600
4	10000	0.4	126	1988413317559885300
0.5	1000	0.1	127	624825854551184300
0.5	1000	0.2	127	1711639138102651400
0.5	1000	0.4	127	2237359380599869e3
0.5	10000	0.1	127	449697007523522800
0.5	10000	0.2	127	1344772926926615300
0.5	10000	0.4	127	1827445198894612e3
1	1000	0.1	127	2061050945744029700
1	1000	0.2	127	392041574833978100
1	1000	0.4	127	1664191924663808e3
1	10000	0.1	127	553633392110904e3
1	10000	0.2	127	57808254021909230
1	10000	0.4	127	665666465734613500
2	1000	0.1	127	1126029679094561800
2	1000	0.2	127	1593794400987833600
2	1000	0.4	127	1747197377949710800
2	10000	0.1	127	1300883414110338e3
